,Review,Language,Translated
553,"Non c'è molto da dire, Makita è Makita, sono soldi spesi bene.",it,"There's not much to say, Makita is Makita, it's money well spent."
554,As you would expect from Matkita its a joy to use.,en,As you would expect from Matkita its a joy to use.
555,ses vraiment bien plus besoin de sortir le tournevis...je conseille ...merci beaucoup,fr,its really no longer necessary to take out the screwdriver...I recommend...thank you very much
556,Seul bemol elle chauffe vite quand utilisee en continu,fr,The only drawback is that it heats up quickly when used continuously
557,"Produit apparemment conforme à la description. Seulement il est vendu dans un carton Nu même pas de carton makita. C'est étonnant.Le produit  est  made in China effectivement, je ne sais si mes autres makita sont aussi made in China ou japon.On verra si c'est équivalent à makita mais je pense que oui",fr,"Product apparently conforms to the description. I have been using it for a long time and it is very easy to use. The product is actually made in China, I don't know if my other makita's are also made in China or Japan, we'll see if it's equivalent to makita but I think so"
558,"J ai reçu cet article sans la boîte d origine ni notice, j ai envoyé un message à cotebrico qui m a confirmé que cet article était neuf, mais au bout de 2 utilisations la percussion a laché. C'est très étrange car j'ai plusieurs makita qui fonctionnent depuis plusieurs années. La prochaine fois je renverrai immédiatement l article.",fr,"I received this item without the original box or instructions, I sent a message to cotebrico who confirmed that this item was new, but after 2 uses the percussion failed. I have been using this product for several years now and it is very strange as I have several makitas that have been working for several years. The next time I will send the item back immediately."
559,Chuck could be better,en,Chuck could be better
560,I’ve always used Makita drills as they have never let me down. My last one lasted over ten years.,en,I’ve always used Makita drills as they have never let me down. My last one lasted over ten years.
561,My brushless combi packed up so I went for this but trying to tighten the chuck with a  4mm drill bit for example just doesn't work as when you tighten the outer the inner freely spins .,en,My brushless combi packed up so I went for this but trying to tighten the chuck with a  4mm drill bit for example just doesn't work as when you tighten the outer the inner freely spins .
562,CALIDAD BUENAPRODUCTO BUENOPARA TRABAJOS DE  TALLER  ES TU PENDO MANEJABLE Y ROBUSTO LA ENTREGA ES FATAL NO LLEGAN AL TIEMPO QUE QUE AICNAIS NO EN LA HORA ESTABLECIDA COMO PONER EN EL PRODUCTO  DE ENTREGATE NEIS DE PONER MAS AL DIA  COMO HACER LAS ENTREGAS MAS ASEQUIBLES PARA LAS PERSONAS Y DAR MAS INFORMACION DONDE SE PUEDEN RECOGER LOS PRODUCTOS  MAS ASEQUIBLES POR CADA UNO  ESTAMOS EN EL 2020 YA ES EORA QUE PONGAIS SITIOS DE RECOGIDA NO HACE FALTA LOCALES DE RECOGIDA NI TRANPORTES NI EMPRESAS  ESOS TIENES SUS ORARIOS COMO TODOS  SOLO SITIOS  PARA RECOGER UN SALUDO,es,CALIDAD BUENAPRODUCTO BUENOPARA TRABAJOS DE TALLER ES TU PENDO MANEJABLE Y ROBUSTO LA ENTREGA ES FATAL NO LLEGAN AL TIEMPO QUE AICNAIS NO EN LA HORA ESTABLECIDA COMO PONER EN EL PRODUCTO DE ENTREGATE NEIS DE PONER MAS AL DIA COMO HACER LAS ENTREGAS MAS ASEQUIBLES PARA LAS PERSONAS Y DAR MAS INFORMACION DONDE SE PUEDEN RECOGER LOS PRODUCTOS MAS ASEQUIBLES POR CADA UNO ESTAMOS EN EL 2020 YA ES EORA QUE PONGAIS SITIOS DE RECOGIDA NO HACE FALTA LOCALES DE RECOGIDA NI TRANPORTES NI EMPRESAS ESOS TIENES SUS ORARIOS COMO TODOS SOLO SITIOS PARA RECOGER UN SALUDO
563,Rénovation,en,Rénovation
564,Strong tool as expected.....,en,Strong tool as expected.....
565,First class drill,en,First class drill
566,Not the best cordless,en,Not the best cordless
567,Amazing product for the price,en,Amazing product for the price
568,Powerful and fantastic quality and cheapest ive seen it,en,Powerful and fantastic quality and cheapest ive seen it
569,"Great drill, quality",en,"Great drill, quality"
570,"This is the best choice, taking into account price and power. The only thing is that it comes without battery. I had to order one afterwards. Then when it came, no charger. So it's hard to know how things will ship.",en,"This is the best choice, taking into account price and power. The only thing is that it comes without battery. I had to order one afterwards. Then when it came, no charger. So it's hard to know how things will ship."
571,Is a bit heavy,en,Is a bit heavy
572,"Perçage de trous et vissageMandrin faible ,difficile à faire maintenir une mèche dans le mandrin",fr,"Drilling holes and screwdriving Weak chuck, difficult to get a drill bit to stay in the chuck"
573,Serious reliability issues hamper an otherwise good piece of kit. The chick has broken twice..I only use it infrequently. Get a more reliable brand.,en,Serious reliability issues hamper an otherwise good piece of kit. The chick has broken twice..I only use it infrequently. Get a more reliable brand.
574,È un buon avvitatore...e un ottimo rapporto qualità-prezzo!,it,It is a good screwdriver... and very good value for money!
575,Easy to use,en,Easy to use
576,Great drill well built,en,Great drill well built
577,Good quality I bought this as a second drill as my main drill is somewhat heavier. This drill is somewhat lighter and convenient to have a secound one for countersinking etc. Although I have used it to drill into brick and concrete without a hitch. Hard to beat for the money. A great addition to my Makita tools.,en,Good quality I bought this as a second drill as my main drill is somewhat heavier. This drill is somewhat lighter and convenient to have a secound one for countersinking etc. Although I have used it to drill into brick and concrete without a hitch. Hard to beat for the money. A great addition to my Makita tools.
578,"Excellent drill, you can't complain at the price and delivery was next day. Time will tell how it stands up to some good use on site",en,"Excellent drill, you can't complain at the price and delivery was next day. Time will tell how it stands up to some good use on site"
579,Bricolaje. Es también percutor. Adjunto foto seleccionador,es,Do-it-yourself. It is also a hammer. Attached photo selector
580,All ok the drill actually replaces my 14 year old Makita in its original box with tools and drills,en,All ok the drill actually replaces my 14 year old Makita in its original box with tools and drills
581,Fantastic as usual,en,Fantastic as usual
582,pour bricolage,fr,for DIY
583,"I like the Makita line.  I have lots of their 18v tools,  Finally decided to replace my drill as the trigger was sticking after 8 years of contractor use!",en,"I like the Makita line.  I have lots of their 18v tools,  Finally decided to replace my drill as the trigger was sticking after 8 years of contractor use!"
584,"Comme d’autres clients, j’ai eu la perceuse seule dans une boîte avec juste une facture… pas de notice, pas de certificat, rien. Est-ce que ce produit est meme garanti??? cela n’incite pas à la confiance",fr,"Like other customers, I got the drill alone in a box with just an invoice... no instructions, no certificate, nothing. Is this product even guaranteed?...this does not inspire confidence"
585,"Makita is in my opinion the best value. This drill I purchased for under 200 Canadian dollars, it's powerful , relalable, but most importantly it feels good in my hand.I am a general contractor.",en,"Makita is in my opinion the best value. This drill I purchased for under 200 Canadian dollars, it's powerful , relalable, but most importantly it feels good in my hand.I am a general contractor."
586,It does everything it's supposed to do,en,It does everything it's supposed to do
587,très satisfait,fr,very satisfied
588,Recu le carton n a plus de scellé et la perceuse est poussiéreuse on dirait du reconditionne mais ca marche nickel.,fr,The box has no seal and the drill is dusty and looks like a reconditioned one but it works fine.
589,Value for money,en,Value for money
590,Received DHP482 ordered DHP482Z not sure any different hopefully supplier can enlighten me. Otherwise it's working fine.,en,Received DHP482 ordered DHP482Z not sure any different hopefully supplier can enlighten me. Otherwise it's working fine.
591,Correspond tout à fait a la description. Elle a fait un heureux !,fr,Corresponds perfectly to the description. She made someone happy!
592,Works solid!,en,Works solid!
593,Really compact and light.,en,Really compact and light.
594,Consegna veloce  avvitatore perfetto,it,Fast delivery perfect screwdriver
595,Très  bonne visseuse et pas cher,fr,Very good and cheap screwdriver
596,Excellent,en,Excellent
597,"Very good product and perfect for all day use, great value for money  and reliable and powerful",en,"Very good product and perfect for all day use, great value for money  and reliable and powerful"
598,ottimo trapano è perfetto per lavoretti grazie alla potente batteria,it,excellent drill is perfect for small jobs thanks to the powerful battery
599,"Ces visseuses ont tendance à griller rapidement.C'est suffisant pour des gens qui bricolent de temps en temps, mais pour des pros, ça ne tient pas.Surtout ne pas mettre la paume de la main pour faire un effort de perçage sur l’arrière de la visseuse ça empêche le refroidissement et elle crame aussitôt. Ça prouve la fragilité de la machine.",fr,"These screwdrivers tend to burn out quickly, which is good enough for people who do odd jobs, but not for professionals. Do not put the palm of your hand on the back of the screwdriver to drill, as this prevents it from cooling down and it burns out immediately. This proves the fragility of the machine."
600,Visseuse morte au bout de 6mois,fr,Screwdriver dead after 6 months
601,"Bought as a n Amazon deal, great price can't complain, saved on it works a treat so really happy",en,"Bought as a n Amazon deal, great price can't complain, saved on it works a treat so really happy"
602,"Taladro/atornillador profesional, para uso intensivo.IMPORTANTE: En el paquete sólo se incluye el taladro, NO trae batería ni cargador. Es ideal si tienes otros productos makita con la misma batería. (yo tengo otro igual con 3 baterías, pero hay otros productos con las mismas baterias, caladoras, taladros percutores, hasta una cafetera portátil!!)Este taladro no tiene nada que ver con cualquier taladro de bricolaje que puedas comprar por menos de 100€, es muchísimo mejor.El producto llega en una caja de cartón OEM.",es,"Professional drill/screwdriver, for intensive use.IMPORTANT: Only the drill is included in the package, NO battery or charger. It is ideal if you have other makita products with the same battery (I have another one with 3 batteries, but there are other products with the same batteries, jigsaws, hammer drills, even a portable coffee maker!)This drill has nothing to do with any DIY drill that you can buy for less than 100€, it is much better, the product arrives in an OEM cardboard box."
603,Good lightweight tool for the kit bag,en,Good lightweight tool for the kit bag
604,"Lightweight, well balanced, easy to use.",en,"Lightweight, well balanced, easy to use."
605,Tres bonne produit,fr,Very good product
606,There’s a reason why professionals use Makita. Having previously used consumer brand cordless this drill was a breath of fresh air. Charge lasts for ages and recharges in less than an hour. Has been well worth the money.,en,There’s a reason why professionals use Makita. Having previously used consumer brand cordless this drill was a breath of fresh air. Charge lasts for ages and recharges in less than an hour. Has been well worth the money.
607,Power excellent,en,Power excellent
608,"Complete waste of money!! Was a small amount of play in Chuck upon purchase but was willing to overlook that, but as time has passed (3 months) it's got worse and is now virtually unusable and apparently no option to return ??",en,"Complete waste of money!! Was a small amount of play in Chuck upon purchase but was willing to overlook that, but as time has passed (3 months) it's got worse and is now virtually unusable and apparently no option to return ??"
609,"Can see a little sparking when used through the airport vents, but seems to be fine, maybe normal.",en,"Can see a little sparking when used through the airport vents, but seems to be fine, maybe normal."
610,"Good price, prompt delivery.",en,"Good price, prompt delivery."
611,"Je suis une adepte du Makita sans fil. Dommage que parfois, ils soient très coûteux.",fr,I am a fan of the Makita cordless. It's a shame that sometimes they are very expensive.
612,Loved it,en,Loved it
613,Excellente ,fr,Excellent
614,Good bit of kit to add to my 18v Makita collection,en,Good bit of kit to add to my 18v Makita collection
615,"Visseuse : parfaitPerceuse acier : parfaitPerceuse à percussion : des troux dans le bétons, il mettra plus de temps qu une vraie perceuse à percussion, donc occasionnelle.Test sur travaux maison",fr,"Screwdriver: perfectSteel drill: perfectPercussion drill: holes in concrete, it will take longer than a real percussion drill, so occasional.Test on home work"
616,"I love Amazon, delivery was fast and quick.",en,"I love Amazon, delivery was fast and quick."
617,La visseuse est déjà en panne après 2 mois d'utilisation,fr,The screwdriver has already broken down after 2 months of use
618,Livraison rapide et conforme au descriptif,fr,Fast delivery and as described
619,Great present,en,Great present
620,Brilliant  drill everything  you want and a really good price,en,Brilliant  drill everything  you want and a really good price
621,Good price,en,Good price
622,this  dril l  smells  of  burnt  i  will  not  be  buying  any  more  not  a  patch  on  the  other  products  ibought,en,this  dril l  smells  of  burnt  i  will  not  be  buying  any  more  not  a  patch  on  the  other  products  ibought
623,Exactly what I needed it for. Hasn't failed yet,en,Exactly what I needed it for. Hasn't failed yet
624,"Bonne Ergonomie et système batterie bien conçu.Pas très efficace en perçant avec la percution.Le mandrin a du jeu, pas très adapté pour les percages precis.",fr,"Good ergonomics and well designed battery system.not very efficient when drilling with the percution.the chuck has some play, not very suitable for precise drilling."
625,"Lost power and started smoking first time I used it , took it to Makita service center, was told as it was purchased from non-authorised reseller it is not covered under warranty.",en,"Lost power and started smoking first time I used it , took it to Makita service center, was told as it was purchased from non-authorised reseller it is not covered under warranty."
626,I use this drill for work I build bathroom pods thumbs up,en,I use this drill for work I build bathroom pods thumbs up
627,The only let down was the phone call to say that the drill would be coloured white instead of the blue that was advertised,en,The only let down was the phone call to say that the drill would be coloured white instead of the blue that was advertised
628,This product helped turn me into 'Makita Man'!,en,This product helped turn me into 'Makita Man'!
629,Lovely piece of equipment. My first makita drill and comes with a 1 year warranty from makita. -note you can extend that to 3 years if you register your drill on their website!!!-,en,Lovely piece of equipment. My first makita drill and comes with a 1 year warranty from makita. -note you can extend that to 3 years if you register your drill on their website!!!-
630,Tras unos días con ella me he enamorado. Ya tengo otro taladro de makita mas grande y pesado para otras tareas mas duras y necesitaba algo mas pequeño y manejable. Quizas pesa algo mas de lo que me gustaría (la batería tiene buena culpa de ello) pero funciona perfectamente.,es,After a few days with it I have fallen in love. I already have another bigger and heavier makita drill for other tougher tasks and I needed something smaller and more manageable. Maybe it weighs a bit more than I would like (the battery is to blame for that) but it works perfectly.
631,"Very fast delivery,4 days to israelVery good product,recomend!!",en,"Very fast delivery,4 days to israelVery good product,recomend!!"
632,Produit conforme,fr,Compliant product
633,"Ce modèle ne tient pas la route en charpente, mieux vaut le "" brushless "" ...Grille facilement.",fr,"This model does not hold up well in the frame, better the ""brushless"" ...Grille easily."
634,Articolo ottimo venditore ok,it,Excellent item OK seller
635,Livraison très rapide merci très bon produit,fr,Very fast delivery thank you very good product
636,Very good make and easy to use,en,Very good make and easy to use
637,I m a electrician and all the lads have these we all had big makitas alrwady so had spare batteries which made this a bargain,en,I m a electrician and all the lads have these we all had big makitas alrwady so had spare batteries which made this a bargain
638,"Bonjour, j’ai acheter ce produit en février 2021 ( donc ça fais 1 an), je m’en sert occasionnellement et je suis hyper soigneux mais pourtant la visseuse est déjà endommagée… très déçu, pourtant j’adore cette marque. La visseuse tourne dans le vide et manque de puissance",fr,"I bought this product in February 2021 (so it's been 1 year), I use it occasionally and I'm very careful, but the screwdriver is already damaged... very disappointed, although I love this brand. The screwdriver turns in a vacuum and lacks power"
639,Good drill for the money if you have other makita kit with batteries/charger,en,Good drill for the money if you have other makita kit with batteries/charger
640,Great cordless power drill. Definitely in a different league to others I have owned before. Makes jobs a lot quicker and easier. Great price on Amazon compared to local well known D.I.Y outlets,en,Great cordless power drill. Definitely in a different league to others I have owned before. Makes jobs a lot quicker and easier. Great price on Amazon compared to local well known D.I.Y outlets
641,Bought to replace identical drillThey get a lot of use but are the best drill for the jobDelivered fast thanks,en,Bought to replace identical drillThey get a lot of use but are the best drill for the jobDelivered fast thanks
642,"One of Makita's best tools at a brilliant price. Don't be afraid to purchase, these are excellent and the short body makes them ideal for working between joists.",en,"One of Makita's best tools at a brilliant price. Don't be afraid to purchase, these are excellent and the short body makes them ideal for working between joists."
643,Drill is perfect for what I want.  Arrived next day and I was using it the day after.  It came without battery but my batteries fit it perfectly.  Excellent value.,en,Drill is perfect for what I want.  Arrived next day and I was using it the day after.  It came without battery but my batteries fit it perfectly.  Excellent value.
644,Ottimo,it,Excellent
645,these are great drills,en,these are great drills
646,I am very happy with this tool. it is very powerful,en,I am very happy with this tool. it is very powerful
647,apres six mois fonctoionne toujours bien  en moyenne 10 heures par semaine,fr,after six months still working well on average 10 hours per week
648,Exactly what I wanted,en,Exactly what I wanted
649,Perfect size,en,Perfect size
650,Excellent value for money it works really good this is a value purchase,en,Excellent value for money it works really good this is a value purchase
651,"prima esperienza con avvitatore e devo dire che e' un altro modo di fare lavoretti di casa con piacere , con batterie da 18 v 5 ampere ora ha anche un ottima indipendenza , consigliato",it,"first experience with screwdriver and I must say that it is another way of doing small jobs around the house with pleasure, with 18 v 5 amp batteries it now also has excellent independence, recommended"
652,Todo,pt,All
653,"Ordered this drill to replace the same drill that was 8 years old.  This one started overheating  after four uses,  The problem is I did not start using it until the return window had passed.  I want to contact the vendor  to file for warranty  but can not find the vendor info on my account.  Some help would be appreciatedThank you",en,"Ordered this drill to replace the same drill that was 8 years old.  This one started overheating  after four uses,  The problem is I did not start using it until the return window had passed.  I want to contact the vendor  to file for warranty  but can not find the vendor info on my account.  Some help would be appreciatedThank you"
654,Attention : Très bonne perceuse mais les batteries de l’ancien modèle ne sont pas compatibles avec celle là! Contrairement à ce qui est indiqué dans le descriptif...,fr,Warning: Very good drill but the batteries of the old model are not compatible with this one! Contrary to what is indicated in the description...
655,"El tamaño y el peso son menores que en otros productos de la competencia.El uso que le doy es profesional y ya lo he probado en dos obras montando unas 300 mamparas de ducha,la respuesta de la maquina es muy buena hasta taladrando porcelanico.Muy contento",es,"The size and weight are smaller than other competing products.the use I give it is professional and I have already tested it in two works mounting about 300 shower enclosures,the response of the machine is very good even drilling porcelain.very happy."
656,"I had the other Makita drill ,but I wanted the same as my impact driver such as a hook and job light which this model has",en,"I had the other Makita drill ,but I wanted the same as my impact driver such as a hook and job light which this model has"
657,Prodotto ottimo,it,Excellent product
658,Très bel outil fonctionne très bien,fr,Very nice tool works very well
659,Fit for purpose,en,Fit for purpose
660,"good little drill, does quite well vs oak",en,"good little drill, does quite well vs oak"
661,"Très satisfait, léger et compact",fr,"Very satisfied, light and compact"
662,"It came with a bit of play in the chuck, never returned it as I wasnt sure this was acceptable play up until recently when I had no other choice but to switch to a less powerful drill which ( didnt have play) to get a specific task completed.",en,"It came with a bit of play in the chuck, never returned it as I wasnt sure this was acceptable play up until recently when I had no other choice but to switch to a less powerful drill which ( didnt have play) to get a specific task completed."
663,Good,en,Good
664,My dad loves this drill... he was a bit skeptic till batteries came through... but he was very happy when he seen how powerfull it is...,en,My dad loves this drill... he was a bit skeptic till batteries came through... but he was very happy when he seen how powerfull it is...
665,Absolute bargain from Amazon warehouse.,en,Absolute bargain from Amazon warehouse.
666,Excellent light weight,en,Excellent light weight
667,I had exactly same drill for last 2 years and served me every day on construction. Now this rubbish assembled in Romania didn't work after 2 days.  Disappointed,en,I had exactly same drill for last 2 years and served me every day on construction. Now this rubbish assembled in Romania didn't work after 2 days.  Disappointed
668,I bought this machine for an atractiv price and it fullfilled all my exspectations. It works as it should and as you could expect from makita.,en,I bought this machine for an atractiv price and it fullfilled all my exspectations. It works as it should and as you could expect from makita.
669,"je l'ai pratiquement pas utilisé et elle ne fonctionne plus , je crois qu'elle a chauffé , première fois que sa m'arrive avec un outil Makita",fr,"I've hardly used it and it doesn't work anymore, I think it got hot, first time this has happened to me with a Makita tool"
670,Ottimo avvitatore.,it,Excellent screwdriver.
671,Great value,en,Great value
672,Nice itemSpeedy dispatch,en,Nice itemSpeedy dispatch
673,As expected 5*,en,As expected 5*
674,Excellent choice. Just what I expected.,en,Excellent choice. Just what I expected.
675,No sé cómo makita vende un producto en una caja de cartón . Ni plastificado. 00000000000…00000 presentación. PIENSO QUE ESTO ES CHINO PERO CHINO... en presentación. Por lo menos,es,I don't know how makita sells a product in a cardboard box. Neither plasticized. 00000000000...00000 presentation. I THINK THIS IS CHINESE BUT CHINESE... in presentation. At least
676,Fantastic peace of kit and really enjoyed using it 10/10,en,Fantastic peace of kit and really enjoyed using it 10/10
677,Not used the drill yet but looks good quality,en,Not used the drill yet but looks good quality
678,"Makita. Lovely drill. Don't come any better. Comfortable in the hand, well balanced. Easy to work with. Ray.",en,"Makita. Lovely drill. Don't come any better. Comfortable in the hand, well balanced. Easy to work with. Ray."
679,Works great,en,Works great
680,Great deal drill especially for the price just changed from dewalt as was recommended from a friend very pleased and well worth buying,en,Great deal drill especially for the price just changed from dewalt as was recommended from a friend very pleased and well worth buying
681,"Bought this from Amazon Australia as advertised new from UK Amazon, however what I did received looks to be used or refurbished ( see photos).  Very disappointed..",en,"Bought this from Amazon Australia as advertised new from UK Amazon, however what I did received looks to be used or refurbished ( see photos).  Very disappointed.."
682,Very good,en,Very good
683,"Well happy with the product GOOD value for money, i LOVE black Friday",en,"Well happy with the product GOOD value for money, i LOVE black Friday"
684,Buon prodotto,it,Good product
685,"Drill is fantastic, plenty of power, small and comfortable to use. Had Ryobi drill previously which was good but this is far better.",en,"Drill is fantastic, plenty of power, small and comfortable to use. Had Ryobi drill previously which was good but this is far better."
686,"Es un buen taladro pero me ha extrañado que con el par que tiene, tenga un poco de dificultad para los tornillos grandes, (6x70 en madera). Por lo demás no tengo ninguna queja.",es,"It is a good drill but I was surprised that with the torque it has, it has a little difficulty with large screws (6x70 in wood). Otherwise I have no complaints."
687,Well made,en,Well made
688,Great,en,Great
689,Great combi drill with low price :) Current price in Croatia for this drill (bare unit) is around 110 GBP !!!,en,Great combi drill with low price :) Current price in Croatia for this drill (bare unit) is around 110 GBP !!!
690,TRES SATISFAIT,fr,VERY SATISFIED
691,"Nice drill,",en,"Nice drill,"
692,Pratique excellent qualité,fr,Practical excellent quality
693,Good Thanks!,en,Good Thanks!
694,"Bonne prise en mains, super qualité de fabrication et très bon couple.",fr,"Good grip, great build quality and very good torque."
695,Pratico,pt,Pratico
696,"Cumple las expectativas, al día siguiente llego a mi casa en perfecto estado",es,"Meets expectations, arrived at my home the next day in perfect condition."
697,Great replacement for worn out combi drill,en,Great replacement for worn out combi drill
698,Very good,en,Very good
699,Produit qui a surchauffer a la 1ere utilisationLe service après vente nous dema de de ce déplacer pour leur envoyer. Pas pratique quand on travail et qu'il y a le couvre feux à 18hAmazon ne veux ni faire d'échange ni rembourser.Un conseil aller l'acheter en magasin il. N'y a pas une grosse différence de prix et le service après vente et 100 fois p'us pratique,fr,"The product has overheated after the first use. The after sales service asked us to go to the store to send it to them. I've been using it for a while now, but it's not a good idea to go to the shop and buy it. I'm not sure if it's a good idea to buy it in a store or not, but it's a good idea to buy it in a store."
700,Already have Makita drill similar to this but older model - this is just wee bit better alround.,en,Already have Makita drill similar to this but older model - this is just wee bit better alround.
701,well made,en,well made
702,Great cordless drill.,ie,language not supported
703,The Chuck doesn’t tighten up like it used to do. However when using the drill the drill bit then becomes that tight it’s wrist breaking trying to get it out.I only stayed with makita because of all the batteries and charger that I have. Having said that I believe not only are makita going downbank but other makes too as they go in search of cheap manufacturing.,en,The Chuck doesn’t tighten up like it used to do. However when using the drill the drill bit then becomes that tight it’s wrist breaking trying to get it out.I only stayed with makita because of all the batteries and charger that I have. Having said that I believe not only are makita going downbank but other makes too as they go in search of cheap manufacturing.
704,"Compatto di ottima qualità, soddisfatto del mio acquisto!",it,"Very good quality compact, satisfied with my purchase!"
705,excellent,en,excellent
706,"EDIT : suite à la commande du modele DDF459 on voit nettement la différence. Le bruit du moteur, les plastiques moins cheap l emballage Makita et un manuel de plus de 3 pages... Bref ca confirme mon sentiment initial. Ce modele (en tous cas celui reçu) semble etre une contrefaçon.Au déballage et dès le premier essai, le mandrin ne tournait pas rond résultant donc en des percages trop larges et une sensation désagréable d'imprécision. L'ensemble fait cheap : un pauvre carton sans marque et un manuel de 4 pages photocopiées.A vrai dire incapable de dire s'il s'agit d'une contrefaçon ou bien d'une vraie Makita.Renvoyée illico.",fr,"EDIT: after ordering the DDF459 model, you can clearly see the difference. The noise of the engine, the plastics less cheap the Makita packaging and a manual of more than 3 pages... I'm not sure what to do with it, but it's a good idea. I'm not sure if it's a good idea to use the DDF459 for the first time, but it's a good idea to use the DDF459 for the first time. The whole thing looks cheap: a poor unmarked cardboard box and a 4-page photocopied manual.unable to tell if it's a counterfeit or a real Makita.sent it back immediately."
707,je suis plombier chauffagiste et je me sert souvent de cette visseuse et j'en suis assez content.,fr,I am a plumber and heating engineer and I use this screwdriver often and I am quite happy with it.
708,"Produit reçu dans un film plastique.Aucune boîte m’ajusta pour protéger le matériel et pas de notice original, une simple photocopie.J’ai un énorme doute sur l’origine de ce matériel qui me semble être une copie de la version originale.Je souhaite avoir plus d’informations de la part du revendeur car ce n’ai pas un produit neuf non plus.Très déçu.",fr,I have a huge doubt about the origin of this equipment which seems to me to be a copy of the original version.I would like to have more information from the retailer as this is not a new product either.Very disappointed.
709,The chuck had a wobble from out of the box. Apparently this is common and makita are aware of it.Sadly this means drilling or screwing (especially flat head screws) nearly impossible to do accurately.Makita says the tolerances are appropriate for use At home.... I wouldn’t bother buying this,en,The chuck had a wobble from out of the box. Apparently this is common and makita are aware of it.Sadly this means drilling or screwing (especially flat head screws) nearly impossible to do accurately.Makita says the tolerances are appropriate for use At home.... I wouldn’t bother buying this
710,works fine,en,works fine
711,Usual great drill and delivery was next day.,en,Usual great drill and delivery was next day.
712,"I had this drill for a month. Was drilling through a joist with a new wood drill bit no problem. Then the drill made a pop noise, bust out loads of smoke and is completely un-usable. What a waste of money and a let down from this seller.",en,"I had this drill for a month. Was drilling through a joist with a new wood drill bit no problem. Then the drill made a pop noise, bust out loads of smoke and is completely un-usable. What a waste of money and a let down from this seller."
713,Great value tool,en,Great value tool
714,"Great little drill, not as big, heavy and cumbersome as similar makita drills and takes the 5 amph batteries.",en,"Great little drill, not as big, heavy and cumbersome as similar makita drills and takes the 5 amph batteries."
715,"Brought for fathers day, hopefully will live up to expectation.",en,"Brought for fathers day, hopefully will live up to expectation."
716,Fantastic little hammer drill.,en,Fantastic little hammer drill.
717,Outil impeccable pour un usage intensif,fr,Impeccable tool for intensive use
718,Great for the price,en,Great for the price
719,Very happy,en,Very happy
720,Broke within days of usage,en,Broke within days of usage
721,La qualité est encore au rendez-vous !Merci Makita !,fr,"Thanks to Makita, the quality is still there!"
722,Purchased for my son he thinks it's the bee's nee's,en,Purchased for my son he thinks it's the bee's nee's
723,"Rubbish. Hardly used and 2nd gear started slipping, so had to continue using 1st gear. Then it got stuck on hammer function so I couldn’t use it for putting screws in as it would jump out - then the bits started slipping in the chuck",en,"Rubbish. Hardly used and 2nd gear started slipping, so had to continue using 1st gear. Then it got stuck on hammer function so I couldn’t use it for putting screws in as it would jump out - then the bits started slipping in the chuck"
724,This product burnt out 2 weeks ago after hardly any use very disappointed with it after only owning for a short time,en,This product burnt out 2 weeks ago after hardly any use very disappointed with it after only owning for a short time
725,Brilliant drill and even better service from retailer,en,Brilliant drill and even better service from retailer
726,"Very happy with my purchase, it does everything that I will need",en,"Very happy with my purchase, it does everything that I will need"
727,sono soddisfatto,it,I am satisfied
728,Exactly as Described,en,Exactly as Described
729,"Por poco más de 60€, y si ya dispones del cargador y baterías de la serie, una atornilladora ligera, compacta y suficientemente potente para trabajos domésticos y profesionales. Buena calidad de materiales y acabado,portabrocas hasta 13mm.",es,"For just over 60€, and if you already have the charger and batteries of the series, a lightweight, compact and powerful enough for domestic and professional work. Good quality materials and finish, drill chuck up to 13mm."
730,Had one for years and worked just fine. This one lasted one day and now doesn’t work and there’s a rattling inside ... the pain of having to return it putting me off actually pursuing a claim. One day! Must have been a Friday 5pm job....,en,Had one for years and worked just fine. This one lasted one day and now doesn’t work and there’s a rattling inside ... the pain of having to return it putting me off actually pursuing a claim. One day! Must have been a Friday 5pm job....
731,works well,en,works well
732,Utilisé pour du vissage de placo elle a fumé et ne fonctionne plus. duré 2 mois.Honteux,fr,Used for screwing plasterboard it smoked and no longer works. lasted 2 months.shame
733,"parfait , rien a dire",fr,"perfect, nothing to say"
734,Second one I've owned. this is the newer model. Great tool,en,Second one I've owned. this is the newer model. Great tool
735,Easy use,en,Easy use
736,"Lovely drill in every way, it oozes quality and the chuck especially outshines cheaper competition.",en,"Lovely drill in every way, it oozes quality and the chuck especially outshines cheaper competition."
737,Sturdy tool Christmas present,en,Sturdy tool Christmas present
738,excellent ! fast delivery,en,excellent ! fast delivery
739,Very good! Fast delivery.,en,Very good! Fast delivery.
740,Mi si è guastato il mio vecchio avvitatore che avevo acquistato completo di valigia ed accessori perciò con questo ho ripristinato il tutto mantenendo le batterie e gli accessori che avevo. Funziona perfettamente!,it,"My old screwdriver, which I had bought complete with case and accessories, broke down, so with this one I restored everything while keeping the batteries and accessories I had. It works perfectly!"
741,Buon avvitatore con percussione discreta.togliete il marchio makita su questo oggetto vale quanto costa.A distanza di tempo dall'acquisto e usato varie volte il mandrino gira fuori asse come la maggior parte degli avvitatori e adesso ha iniziato a ondeggiare.Deluso da Makita anche lei made in china.Penso di passare a modello superiore.,it,Good screwdriver with decent percussion.Remove the makita branding on this item is worth what it costs.After some time since purchase and used several times the spindle spins off axis like most screwdrivers and has now started to sway.Disappointed by Makita also made in china.I am thinking of upgrading to a higher model.
