,Review,Language
462,"Vendeur :  cotebricoLivré dans un boite totalement neutre, avec papier sur la garantie, un mode d'emploi en anglais et une tête double cruciforme et plat.Je ne l'ai pas encore totalement testé donc il s'agit de remarques rapide.Au démarrage cela sent un peu le brûler (à voir si cela passe), tendance a bouger un peu à la mise en route mais cela se stabilise rapidement, la lumière est puissante et reste un peu après l'avoir fait tourner.",fr
463,"Where to start ....I own a DTD152 impact driver and a DHP453 combi drill alongside other Makita tools.  I found the impact driver a bit too powerful on occasions (especially for smaller screws) so thought getting a single drill somewhere in between the two tools above so that I would only need to lug one around with me.There is no question the hammer action of the 482 is better than the 453.  On paper another 20Nm and the test drill I did on an old flag stone definitely proved it to be a step upHowever, for larger diameter/longer screws it feels wanting against the 152. It obviously would being a much lower power device.So, what do I do?  I will definitely flog the 453 on an internet auction site and had intended to do the same with the 152.  Think I'll wait a bit and see how the 482 performs in the real world before bidding it a fond farewellThe 482 is a good compromise re length at 208mm.  (152 = 187mm, 453 = 240mm)  It also DOESN'T feel heavy and DOES feel balanced in the hand.Got a job tomorrow that will test it so will come back and update",en
464,"Mi hanno appena consegnato il prodotto, lo ho usato per fare un buco di prova e funziona, non metto le 5 stelle perché il prodotto non è nuovo come in descrizione. Le recensioni dicevano che non era nuovo ma mi sono fidato più della descrizione prodotto che delle recensioni.",it
465,"Maybe I was not lucky ,but I  have a friend who also has other proble. ms with Makita after only a few weeks of use. The price is OK but you would expect quality from a well-known brand",en
466,Got this from Amazon warehouse deals for less than half the price of the 'trade' sellers found on industrial estates. It didn't have a box but was brand new - as the box was going in the bin I didn't mind that saving!It's spot on. If you are a carpenter if will see you well. Yes it has bushes - but they cost buttons and take two minutes to change. Plus for the money this is a no brainer. Plenty of power for drilling - and not too heavy. Whilst still having that quality trade feel about it (I reckon I could drop it and it would keep going). For heavier work you want to be using a SDS drill anyway!Only thing i didn't like is that no replacement bushes in the pack! But they cost about £2 so no great shakes.But it with confidence - it's makita. I don't do screwing with it as I have an impact for that. Makita is what you see on site as they are the best.,en
467,"I'm a huge fan of all of the Makita cordless range anyway, but this drill is staple part of my DIY diet. The hammer drill is incredibly effective (generally, not just for a cordless drill).It is lightweight, the battery lasts an incredibly long time, it's comfortable to use in terms of the grip, buttons and adjustments for tightening/loosening the chuck.Honestly can't fault the drill.",en
468,"Great General purpose drill I got this to work alongside my older DHP456 which in itself is a great drill after 4 years of a lot lf work the Chuck is starting to play up, (will get a replacement in time as they are fairly inexpensive) this got me looking at Bare body drills as I have a Pair of batteries this model DHP482Z came up as great Value for money and is an updated version of my older one, its got a little more torque and a few more RPM's they look fairly similar and have the same body shape which is great, perfect fit into the old case,Its got the addition of 2 Led work lights which is better as with the older drill the Chuck would cast a shadow over exactly the tip of the drill bit.Superb piece of kit ( it's a brushed model, that's fine as I have a spair set of brushes, they are only cheap anyway and I haven't had to replace them in 4 years of fairly decent use.)For the price absolutely Superb.",en
469,"Ce modèle DHP482z livré sans batterie ni chargeur est une perceuse visseuse ainsi qu'un mode percussion2 vitesses 600-1900RPM ; 28500CPM en percussion, 62N.m et 21 Crans de Torque Setting !Le mandrin est assez raide niveau serrage, de plus un coup c'est clic-clic-clic et un autre c''est Cloc! faut que je lise la doc...Les Led sont suffisamment aveuglante et assez pratique faut pas avoir de gros doigtsLa machine à un bon punch, j'ai du mal à différencier les deux modes puisque le RPM est le même à vide.Les bagues de réglages sont relou à manipuler, la gâchette est précise et les plastique de qualité.Quitte à la livrer avec le clip ceinture ça coûtait quoi de fournir le support 2 embouts optionnel à visser de l'autre coté ?Pour finir, à quoi vous jouez avec vos batteries Makita ?Y en a avec voyant, super dur à trouver, la plupart n'en n'ont pas, et impossible de mettre la main sur les petits modèles BL1815N le poids de l'engin avec une 4AH est assez conséquent et je suis pas 7h d'affilé à bosser avec, donc faites un effort de diffusion sur les batt 1.3AHAh oui et les leds indicatrices du chargeur sont diablement compliquées à lire, à ce tarif un écran LCD aurait été appréciable non ?Globalement une bonne bécane et à ce niveau il faut chipoter car on est au dessus du panier là !Edit : 1 an que je l'ai, j'ai arrêté la binouze et depuis je perce droit mais surtout, je sens la différence entre les 2 vitesses Hi-Torque et Hi-Speed : appréciable. Les Leds du chargeur sont toujours aussi déroutantes, mais peut-importe : ça bip quand la charge est finie, j'ai aussi testé d'autres marques, mais je préfère ma Kita, petit truc auquel j'avais pas fait gaffe, une petite pression sur la gâchette et la Led s'allume; aussi elle reste allumée même après avoir relâché le bouton, ça paraît pas mais c'est drôlement pratique pour trouver le disjoncteur dans le noir après avoir transpercé une gaine électrique. Vraiment satisfait de ce joujou : robuste et performante !",fr
470,"Tel que présenté et acheté, l'appareil est inutilisable ! sauf à rajouter près de 100 euros pour avoir un chargeur et deux batteries. La présentation de l'outil avec ""machine seule"" est incorrecte voire trompeuse !",fr
471,I didn’t get code for 3 year guarantee contacted  supplier and had no joy  sold with out box where the code is to do 3 year warranty,en
472,"                    Die Medien konnten nicht geladen werden.                 Reçue rapidement mais la boîte du fabriquant faisant office d'emballage de transport pas fermée. Un des coin est écrasé, celui qui correspond à l'emplacement de la pile, ci bien qu'à petite vitesse j'entends un grognement anormal, qui disparaît petit à petit jusqu'à la pleine vitesse. (je verrais par la suite).La notice d'utilisation n'est pas en français... C'est gênant puisqu'il y est expliqué comment changer les balais du moteur.J'aime le crochet qui permet de la suspendre au passant dédié du pantalon bien étudié pour les droitiers (mauvais temps pour les gauchers).Elle tourne vite.Elle a l'air solide, son poids est de 1,8 Kg AVEC des PILES DE 5,5A et 5A.Bien qu'elle donne parfois un petit coup brusque au démarrage (comme toutes celles que j'ai déjà utilisées) elle est bien progressive, ça c'est bon.ATTENTION : si vous démarrez (parfois) et arrêtez (le plus souvent) brusquement la perseuse, il jaillit des petites étincelles depuis le compartiment des charbons. Ce doit être pour cela qu'il est notifié la façon de changer les charbons.Je vais donc essayé d'appuyer progressivement sur la gâchette quand je l'utiliserai.",fr
473,"I have an SDS hammer drill, which is also amazing, but owning this drill means I hardly ever need to use it, this will go through all but the toughest of surfaces with relative ease.It has 3 main functions Hammer Drill, Screw, and Drill. All of which can be used on ""Slow spin or Fast spin"" Slow has more power but less speed and vice-versa. (never change speeds midway through drilling, this can mess up the gears.)Hammer drill is perfect for solid brick or other hard surfaces,Screw mode has an adjustable torque limit to stop you drilling a screw in too tight.and drill mode is just regular drilling, useful for drilling through wood, drywall and softer surfaces.each mode can be set in clockwise and anti-clockwise directions and there is a light just above the button which helps you see where you're drilling in dark places.If you've ever owned a £20 drill, the second after you pick up this Makita you'll be able to tell the difference in build quality, this thing is built to last and just feels great in the hand.There's not much more to say about this drill apart from I think it's probably the best price to quality ratio drill out there and just a great all-rounder.",en
474,"Très puissante cette machine Makita. J'utilise avec une batterie 5.5Ah.Très confortable dans la main, bien équilibré.",fr
475,Prodotto arrivato senza incarto originale addirittura sporco. Per il resto funziona.,it
476,"Di grande qualità,  professionale.",it
477,Compatto e forte ottimo,it
478,"Great price and product. Was a little disappointed as one small non important metal ring at the end of the drive was loose, doesn't effect use but is annoying. Amazon did say I could send back but need my drill everyday and since it doesn't effect use I decided not to.Otherwise the drill and price sre perfect.",en
479,"Are these the best cordless drills? ... No, are they good enough for 90% of jobs ... yes!The battery life is really good (I have 2 spares) I have used them beyond their purpose - I burned the last one as I used it to hammer drill in 4 x 4-inch Bolts into concrete to secure a ground anchor. Remarkable that such a lightweight drill could achieve this.Overall, I am happy with the drill",en
480,"Aún no he podido usarlo, pero lo he probado y tiene fuerza, me gusta como va. Creo que le voy a dar buen uso.",es
481,"My old Makita rechargeable drill used NiCd batteries and had got to the point that it would just about drill one hole in brick, or six holes in 1/2"" wood, and then need a day to recharge. Time to buy a new drill.I bought a hefty Makita impact driver recently and so have a charger and batteries: I looked for the cheapest compatible Makita drill that I could find ... this is it. For the money, I'm delighted. I haven't managed to stall it yet and I wish I'd moved up to lithium battery powered equipment long before now.It's light and powerful and it has a badge on the side that says ""Makita"" so I can pretend that I know what I'm doing with DIY jobs.",en
482,"After using this constantly for the last two weeks, a Fantastic screw gun with additional hammer and drill options and a powerful work light.I have a range of makita products already that I use for business but I bought this for using around the house and garden as I have the batteries already (they fit all Makita products). I Bought the,100 piece accessory kit’ as well and again, impressed with the quality of that and this gun, for the low price.Was very sceptical, now ‘ I Would definitely recommend.",en
483,"Excellent drill for the money, no problems with it so far.",en
484,"My husband bought this from Warehouse Deals, and has been pleased as punch with it.  He has lots of Makita tools, so he already had the battery needed, but his old drill was wearing out and he was looking at getting a replacement for it.  (They are expensive to service, replacement is generally cheaper).  He was happy to see that ""acceptable"" condition still gave him a very nice tool in good working order, not something that needed repairs.  Good purchase.  :)",en
485,"Machine distribuée en Belgique, fabriquée en Roumanie...soit  !Cette machine présente toutes les belles caractéristique de chez Makita.Par contre, elle a été fournie avec l'attache pour la ceinture et déjà montée ! Fournie aussi avec 1 bits traditionnel, mais SANS la pièce plastique permettant de l'associée à la machine !!!!D'ordinaire, Makita, même ""nue"" fourni au moins cette attache avec 2 bits (les mêmes en général).Bon, soit, mais le pire, c'est l'emballage ! Carton basique Makita inexistant. Ensuite, une sorte de truc qui porte le nom de carton que la postière a bien voulu recoller avec son propre rouleau de scotch. Je veux bien que j'ai acheter cette machine sans Macpack, mais tout de même, un peu d'attention pour emballer et protéger ce qu'il y a à l'intérieur n'est pas trop demandé, me semble t'il.Bref, pas un sans faute du tout. Du coup, 3 étoiles et pas plus. La machine en vaut 5 par contre.",fr
486,"                    Die Medien konnten nicht geladen werden.                 This is the nail in the coffin for makita for me. Im done. They once were a quality brand, now there dead to me.The chuck is the worst I've ever had to deal with. The clasp never sits flush on a bit, ur constantly having to manually reposition whichever bit you're using to align it straight to drill with. (i never had this issue with my last combi makita) id put a bit in and the chuck would literally align it  and firmly, whereas this one goes out of its way to do the opposite. Ive put my older combi makitas through hell, and never worried about its integrity. This one however, i have to tip toe around. It wont last me a year should I treat it like the last.Dont buy this model, go for the previous version, (the longer snouted one) this ones a pain to work with and you can feel its inadequacy. Chuck loses grip, gears will slip and not rotate despite being on full torque setting and all youll hear is a grazing noise whilst the bit stays still. Believe me, forget makita pack up and move onto a different brand. That's what im certainly doing.Follow up: TODAY THIS DRILL PACKED IN. ITS DEAD.Motor burnt out. Not even a years use (and ive been taking it extremely easy on this pos) makita is no longer the top brand. Its shocking at how badly these drills have been manufactured. Ive got older makita drills still handling business, this ones dead after not even a years use. Ill never buy makita again.Bought april 17th 2021 - died today 16th November 16th 2021.Not even a years use of light work for it and its already crumbled.",en
487,"Acquistato su Warehouse, la descrizione dei difetti recitava:Condizione: Usato - Condizioni accettabili - Imperfezione (o imperfezioni) estetica maggiore di 1"" sulla parte superiore, anteriore o sulle parti laterali dell'articolo. L'articolo sarà fornito in una nuova confezione...Mentre il vero difetto era il motore bruciato anche se parzialmente mentre ho verificato la totale mancanza di imperfezioni estetiche.Quindi tolgo solo 2 stelle alle 5 meritevoli per la descrizione non veritiera.Tutto il resto, compreso il rimborso di Amazon e la restituzione 5 Stelle Super.",it
488,I was surprised that the combi bare cordless drill was a genuine makita at the price . It is now my favourite go to power drill I use it for construction and have been very happy with it. Amazon delivery was excellent too .,en
489,A great buy as a standalone drill,en
490,"                    Die Medien konnten nicht geladen werden.                 Trapano veramente ottimo, ben bilanciato e facile da usare. Venduto SENZA batteria, ho aggiunto la foto per fee vedere con che tipo di batteria è compatibile.Rapporto qualità prezzo eccezionale, unica pecca è la luce, posizionata male, come si vede nel video che ho caricato mette in ombra un eventuale vite/foro.",de
491,"Excellent tool, as expected from Makita. I bought this to replace an earlier Makita drill where I fried the motor (my own fault, I DID overwork the poor thing) and the replacement motor wasn’t shipping fast enough to finish the project. The original machine came with 1.5 Ah BL1815 batteries, this drill DOES NOT accept the small batteries, my 3 Ah BL1830 batteries fit no problem, but if I got both saws going & the 3rd big battery in the drill there’s none in the charger :-(",en
492,drill chuck is not centered - when rotating it wags like a ballerina . Can’t screw and drill accurate,en
493,Used this product before and am very happy to carry-on doing so.,en
494,Ce sont des visseuses de contrefaçon et la mienne a fait 5 trous dons du fer et du jeu est apparue au mandrin puis le moteur a cramé mais le vendeur s’en fou alors que c’est garantie 3 ans,fr
495,con makita siamo sul professionale . il primo impatto è positivo ottimo materiale con qui è costruito. ottimo il mandrino e tanta forza . col tempo vedrò la durata,it
496,"Just using it for DIY.  Mate's an electrician and recommended the brand and volt range - used to use a Performance from B&Q, but the battery is knackered.  Should have just bought one of these years ago and I'd have saved the money on that B&Q nonsense.",en
497,Arrivato tutto puntualissimo. Perfetto per i lavori casalinghi. Usato per lavori in casa la batteria dura veramente molto. Penso che possa andare bene anche ai professionisti,it
498,Quality drill for the price. The make says it all,en
499,"This is a good way to get a genuine Makita drill at a very good price. If you own another one already (I do!) then you won't need another charger and so it won't matter that this package comes without one. I say ""package"", but there really wasn't one: no carry case or packaging at all, no extras (other than the standard regs booklet) and all just delivered in an Amazon cardboard box. It's a great quality drill that I've tested thoroughly, and I don't think you can beat this price anywhere if you don't need the charger. You have to buy a battery separately, which will cost £40+ for a genuine Makita one, but the price for the drill body is a bargain.",en
500,As advertised,en
501,This drill had little use just domestic use and has burnt out in 12 months my old Bosch is going strong. I should have it replaced as it burnt out within 12 months but trying to contact somebody is impossible!!,en
502,I bought this drill to replace my old one. This one is way better than the old one which was good.,en
503,"                    Die Medien konnten nicht geladen werden.                 Llevo años trabajando en el sector electro-industrial y acostumbró a tener este tipo de marcas en el entorno laboral; ello me empuja a comprar las mismas marcas para temas domésticos a nivel particularSiempre he estado muy contento con makita y si que es cierto que cada vez se escucha más eso de “makita ya no es lo que era”; y tal vez des coincidencia o tal vez sea verdad, pero esta vez, makita me ha decepcionadoDebido a mi labor necesitaba un taladro con percutor y por eso elegí esta opción, pero desde el primer contacto con ella ya he ido notando que no va igual de bien que por ejemplo, las unidades que tenemos en la empresa donde trabajo, por eso, TAL VEZ, sea un problema de esta unidad en concreto y haya tenido la mala suerte de tocarme una unidad defectuosaDe momento le daré una oportunidad de un par de semanas a ver cómo responde pero si no mejora tendré que realizar la devolución (bendito Amazon, si me pasa esto en la ferretería de mi pueblo…)A día de hoy, después de tan solo 3 días de uso NO INTENSIVO, La caja de engranajes está comenzando a sonar como si algo se hubiera aflojado o soltado, lo que está claro es que no es normal. Como podéis ver en el vídeo lo hce solamente en la velocidad 2, en la 1 va perfectamenteMe atrevería a decir incluso que la broca no va recta y equilibrada (hoy ya he partido 3 brocas en lo que voy de jornada) pero solo lo hace en algunas ocasiones cuando va a alta velocidad (siempre en posición 2)Por ahora el panorama y las expectativas  son bastante pobres. Ya escribiré cómo termina la película..Ergonómicamente me gusta mucho y el que tenga las 3 funciones en el selector (percutor, destornillador con embrague y taladro) le hace. Muy versátil (de ahí las 3 estrellas por ahora)EDITO: no ha pasado un mes desde que lo compre y el taladro huele mal y echa algo de humo por la zona del motor. Está claro que algo no va bien por ahí y no voy a seguir usándolo porque estoy seguro de que en breve dejará de funcionar. Comienzo el proceso de devolución; menos mal que lo compre en Amazon..",es
504,"I like the balance of this item.  It feels well made, too. Works fine and easy to use.",en
505,Powerful enough for most jobs. Tried a 51mm forstner bit on speed 2 and it had no issues and most drills need to be on speed 1 for such a task. Is quoted for up to 38mm for wood but can handle more.,en
506,My husband has a lot of Makita tools and torches/lamps all of them are excellent and the litium batteries are interchangeable. As he has several he always ahs a charged up battery when doing any job.,en
507,"J'ai bien aimé, pour driller à percussion dans la brique et pour visser.",fr
508,Bought this to replace an older dropped Makita drill. This is a different model to my previous one and it feels a little more powerful. Definitely recommended as its a great machine and excellent value for money.,en
509,"All works as it should, could have done with a little place for a screw diver bit, but other than that I can’t think of a better drill",en
510,"Estupendo! Tirado dos de diam 8x200 sin problemas.Taladrado en metalEstoy enamorado! Jode el precio, pero después es estupendo",es
511,"I had bought some other Makita equipment so already had two batteries, hence this was an add on to those.  Why oh why have I put up with my old electric drill this thing is great, powerful, light and so easy to use.  Great for quick jobs, I have used a drill for light work, building furniture as the torque setting means you don't seem to over tighten screws.  Good versatile bit of kit for lots of jobs, this won't replace a larger drill for serious DIY but for quick tasks, it is great.",en
512,What can I say it's makita,en
513,"Replaced my roughly eight year-old Makita LXT that finally gave up the ghost and this one is even better. More comfortable and better balanced. I cannot honestly say whether it has more torque, as the old one was, well, old and heavily used. But this one is showing all the characteristics of Makita quality and I'm sure that unless I drop it off a ladder from up high or lose it, it'll be with me for many years to come.",en
514,"My original review was blocked as I criticised the packaging it came in.The drill arrived loose in a thin cardboard box. Not. Original packaging. It was also sticking through the box.The drill seems good, I'm puzzled why it had no protective original box though. I'd say it's 50/50 whether it will arrive damaged or not by the packaging mine arrived in.",en
515,"Comfortable to use, short enough to get into tight corners, and easily controllable. The built-in work light helps and the keyless chuck is very positive. The drill driver is well made and has already survived being dropped twice onto concrete from table height without any noticeable damage.I already have batteries and charger and now have the choice of a drill bit in one machine and a screwdriver bit in the other..",en
516,"But the stock Makita 18V 2amp batteries suck - if you're planning on more than 2 holes at a time.... either buy a separate corded drill, or stock up on batteries to swap out (and they ain't cheap).But the drill, for basic home use drilling into something like a concrete foundation to attach wood or whatever - just great.",en
517,Great product and excellent service. Very fast,en
518,"Bonne qualité, bonne ergonomie, bonne perforation pour de petits trous.",fr
519,Great little drill if you have makita batteriesGood value,en
520,Visseuse dévisseuse perceuse Très légère mais pas très efficace en perforatrice béton sinon fonctionne nickel,fr
521,Awesome drill.,en
522,"Product works. But in relatively few months, the chuck bearings have become very sloppy causing drill wander and lack of control over boring angle",en
523,"Un peu decu d'acheter un aricle made in china,mes autres outils makita increvables sont tous made in japan,mais la qualite semble au rendez vous un cran en dessous des anciennes et j'ai enleve une etoile car la percussion depanne pour percer dans la brique mais est peu efficace dans le beton ou la pierre,mais c'est une petite machinepas trop chere qu'il ne fqut pas comparera une hilti deplus la led eclaire en dessous du trou.",fr
524,"Makita uguale garanzia, uso solo questa marca e diciamo che è molto valida! Prodotto imballato alla perfezione! Ottimo prezzo per quello che poi ti trovi! Ottimo per professionisti e amanti del fai da te!",it
525,"I sold this Makita cordless power drill in the local paper. And then six months later, I received the very same one back as a Christmas present from my brother-in-law, minus the power pack.",en
526,"Replacement tool , no proble",en
527,Bought for 47.50 and absolutely brilliant. Perfect value for money when used alongside other makita tools as batteries are expensive,en
528,Love it,en
529,Makita Made in Romania vedremo...,en
530,"très bel outil, maniable et ergonomique. Assez puissant pour le bricolage domestique. Notice en Anglais uniquement. Ce modèle est adapté pour le percage en mode percussion également Je recommande",fr
531,ottimo strumento da lavoro,it
532,dopo pochi secondi di utilizzo soffiava fuori aria caldissima il motore era bollente. Fatto il reso grazie ad Amazon prima che si fondeva,it
533,Was a little heavier than I thought it would be but still a really good drill,en
534,Je ne mets jamais d avis sur mes commandes mais la .. quand même..celui-ci  est arrivé dans un simple sac plastique sans protection qui donne un doute sur sa provenance.. ni notice ni document de plus ne fonctionne pas la percussion reste bloquée quelque soit son utilisation.. retour et remboursement demandé. Pas très sérieux.,fr
535,Brilliant Mikita quality and good value,en
536,top,en
537,Value for money and a lot better than the older version that I have replaced. Worth the upgrade.,en
538,Was sceptical when I saw the price but blown away with what turned up. Great bit of kit and has already paid for itself.,en
539,PARFAIT,en
540,macchina di grande versatilita' raramente bisogna ricorrre a trapano o avvitatore a 220 v,it
541,Ottimo prezzo per chi ha già le batterie e gli accessori .,it
542,Excellent,en
543,Got this on a deal.  Well made but as its one of the cheaper models you have to treat it carefully.  Comes with a good warranty too which is nice.,en
544,"Cheap replacement for an older model.Not as good as an older version I have, smells of burning whilst running straight out the box, will see how long it lasts.",en
545,"Todo perfecto, original Makita y precio inigualable",es
546,Excellent drill this my second purchase of this drill brilliant buy,en
547,Lovely,en
548,It fits with what I need it fore.,en
549,"Works well, as expected. Arrived fast.",en
550,"Es un taladro de marca y es lo que se espera de un taladro de marca, bueno",es
551,"Great torque, easy chuck and battery change and solid and durable....why buy anything else!",en
552,Is am absolutely impressed. My first Makita and this is beast !!,en
553,"Non c'è molto da dire, Makita è Makita, sono soldi spesi bene.",it
554,As you would expect from Matkita its a joy to use.,en
555,ses vraiment bien plus besoin de sortir le tournevis...je conseille ...merci beaucoup,fr
556,Seul bemol elle chauffe vite quand utilisee en continu,fr
557,"Produit apparemment conforme à la description. Seulement il est vendu dans un carton Nu même pas de carton makita. C'est étonnant.Le produit  est  made in China effectivement, je ne sais si mes autres makita sont aussi made in China ou japon.On verra si c'est équivalent à makita mais je pense que oui",fr
558,"J ai reçu cet article sans la boîte d origine ni notice, j ai envoyé un message à cotebrico qui m a confirmé que cet article était neuf, mais au bout de 2 utilisations la percussion a laché. C'est très étrange car j'ai plusieurs makita qui fonctionnent depuis plusieurs années. La prochaine fois je renverrai immédiatement l article.",fr
559,Chuck could be better,en
560,I’ve always used Makita drills as they have never let me down. My last one lasted over ten years.,en
561,My brushless combi packed up so I went for this but trying to tighten the chuck with a  4mm drill bit for example just doesn't work as when you tighten the outer the inner freely spins .,en
562,CALIDAD BUENAPRODUCTO BUENOPARA TRABAJOS DE  TALLER  ES TU PENDO MANEJABLE Y ROBUSTO LA ENTREGA ES FATAL NO LLEGAN AL TIEMPO QUE QUE AICNAIS NO EN LA HORA ESTABLECIDA COMO PONER EN EL PRODUCTO  DE ENTREGATE NEIS DE PONER MAS AL DIA  COMO HACER LAS ENTREGAS MAS ASEQUIBLES PARA LAS PERSONAS Y DAR MAS INFORMACION DONDE SE PUEDEN RECOGER LOS PRODUCTOS  MAS ASEQUIBLES POR CADA UNO  ESTAMOS EN EL 2020 YA ES EORA QUE PONGAIS SITIOS DE RECOGIDA NO HACE FALTA LOCALES DE RECOGIDA NI TRANPORTES NI EMPRESAS  ESOS TIENES SUS ORARIOS COMO TODOS  SOLO SITIOS  PARA RECOGER UN SALUDO,es
563,Rénovation,en
564,Strong tool as expected.....,en
565,First class drill,en
566,Not the best cordless,en
567,Amazing product for the price,en
568,Powerful and fantastic quality and cheapest ive seen it,en
569,"Great drill, quality",en
570,"This is the best choice, taking into account price and power. The only thing is that it comes without battery. I had to order one afterwards. Then when it came, no charger. So it's hard to know how things will ship.",en
571,Is a bit heavy,en
572,"Perçage de trous et vissageMandrin faible ,difficile à faire maintenir une mèche dans le mandrin",fr
573,Serious reliability issues hamper an otherwise good piece of kit. The chick has broken twice..I only use it infrequently. Get a more reliable brand.,en
574,È un buon avvitatore...e un ottimo rapporto qualità-prezzo!,it
575,Easy to use,en
576,Great drill well built,en
577,Good quality I bought this as a second drill as my main drill is somewhat heavier. This drill is somewhat lighter and convenient to have a secound one for countersinking etc. Although I have used it to drill into brick and concrete without a hitch. Hard to beat for the money. A great addition to my Makita tools.,en
578,"Excellent drill, you can't complain at the price and delivery was next day. Time will tell how it stands up to some good use on site",en
579,Bricolaje. Es también percutor. Adjunto foto seleccionador,es
580,All ok the drill actually replaces my 14 year old Makita in its original box with tools and drills,en
581,Fantastic as usual,en
582,pour bricolage,fr
583,"I like the Makita line.  I have lots of their 18v tools,  Finally decided to replace my drill as the trigger was sticking after 8 years of contractor use!",en
584,"Comme d’autres clients, j’ai eu la perceuse seule dans une boîte avec juste une facture… pas de notice, pas de certificat, rien. Est-ce que ce produit est meme garanti??? cela n’incite pas à la confiance",fr
585,"Makita is in my opinion the best value. This drill I purchased for under 200 Canadian dollars, it's powerful , relalable, but most importantly it feels good in my hand.I am a general contractor.",en
586,It does everything it's supposed to do,en
587,très satisfait,fr
588,Recu le carton n a plus de scellé et la perceuse est poussiéreuse on dirait du reconditionne mais ca marche nickel.,fr
589,Value for money,en
590,Received DHP482 ordered DHP482Z not sure any different hopefully supplier can enlighten me. Otherwise it's working fine.,en
591,Correspond tout à fait a la description. Elle a fait un heureux !,fr
592,Works solid!,en
593,Really compact and light.,en
594,Consegna veloce  avvitatore perfetto,it
595,Très  bonne visseuse et pas cher,fr
596,Excellent,en
597,"Very good product and perfect for all day use, great value for money  and reliable and powerful",en
598,ottimo trapano è perfetto per lavoretti grazie alla potente batteria,it
599,"Ces visseuses ont tendance à griller rapidement.C'est suffisant pour des gens qui bricolent de temps en temps, mais pour des pros, ça ne tient pas.Surtout ne pas mettre la paume de la main pour faire un effort de perçage sur l’arrière de la visseuse ça empêche le refroidissement et elle crame aussitôt. Ça prouve la fragilité de la machine.",fr
600,Visseuse morte au bout de 6mois,fr
601,"Bought as a n Amazon deal, great price can't complain, saved on it works a treat so really happy",en
602,"Taladro/atornillador profesional, para uso intensivo.IMPORTANTE: En el paquete sólo se incluye el taladro, NO trae batería ni cargador. Es ideal si tienes otros productos makita con la misma batería. (yo tengo otro igual con 3 baterías, pero hay otros productos con las mismas baterias, caladoras, taladros percutores, hasta una cafetera portátil!!)Este taladro no tiene nada que ver con cualquier taladro de bricolaje que puedas comprar por menos de 100€, es muchísimo mejor.El producto llega en una caja de cartón OEM.",es
603,Good lightweight tool for the kit bag,en
604,"Lightweight, well balanced, easy to use.",en
605,Tres bonne produit,fr
606,There’s a reason why professionals use Makita. Having previously used consumer brand cordless this drill was a breath of fresh air. Charge lasts for ages and recharges in less than an hour. Has been well worth the money.,en
607,Power excellent,en
608,"Complete waste of money!! Was a small amount of play in Chuck upon purchase but was willing to overlook that, but as time has passed (3 months) it's got worse and is now virtually unusable and apparently no option to return ??",en
609,"Can see a little sparking when used through the airport vents, but seems to be fine, maybe normal.",en
610,"Good price, prompt delivery.",en
611,"Je suis une adepte du Makita sans fil. Dommage que parfois, ils soient très coûteux.",fr
612,Loved it,en
613,Excellente ,fr
614,Good bit of kit to add to my 18v Makita collection,en
615,"Visseuse : parfaitPerceuse acier : parfaitPerceuse à percussion : des troux dans le bétons, il mettra plus de temps qu une vraie perceuse à percussion, donc occasionnelle.Test sur travaux maison",fr
616,"I love Amazon, delivery was fast and quick.",en
617,La visseuse est déjà en panne après 2 mois d'utilisation,fr
618,Livraison rapide et conforme au descriptif,fr
619,Great present,en
620,Brilliant  drill everything  you want and a really good price,en
621,Good price,en
622,this  dril l  smells  of  burnt  i  will  not  be  buying  any  more  not  a  patch  on  the  other  products  ibought,en
623,Exactly what I needed it for. Hasn't failed yet,en
624,"Bonne Ergonomie et système batterie bien conçu.Pas très efficace en perçant avec la percution.Le mandrin a du jeu, pas très adapté pour les percages precis.",fr
625,"Lost power and started smoking first time I used it , took it to Makita service center, was told as it was purchased from non-authorised reseller it is not covered under warranty.",en
626,I use this drill for work I build bathroom pods thumbs up,en
627,The only let down was the phone call to say that the drill would be coloured white instead of the blue that was advertised,en
628,This product helped turn me into 'Makita Man'!,en
629,Lovely piece of equipment. My first makita drill and comes with a 1 year warranty from makita. -note you can extend that to 3 years if you register your drill on their website!!!-,en
630,Tras unos días con ella me he enamorado. Ya tengo otro taladro de makita mas grande y pesado para otras tareas mas duras y necesitaba algo mas pequeño y manejable. Quizas pesa algo mas de lo que me gustaría (la batería tiene buena culpa de ello) pero funciona perfectamente.,es
631,"Very fast delivery,4 days to israelVery good product,recomend!!",en
632,Produit conforme,fr
633,"Ce modèle ne tient pas la route en charpente, mieux vaut le "" brushless "" ...Grille facilement.",fr
634,Articolo ottimo venditore ok,it
635,Livraison très rapide merci très bon produit,fr
636,Very good make and easy to use,en
637,I m a electrician and all the lads have these we all had big makitas alrwady so had spare batteries which made this a bargain,en
638,"Bonjour, j’ai acheter ce produit en février 2021 ( donc ça fais 1 an), je m’en sert occasionnellement et je suis hyper soigneux mais pourtant la visseuse est déjà endommagée… très déçu, pourtant j’adore cette marque. La visseuse tourne dans le vide et manque de puissance",fr
639,Good drill for the money if you have other makita kit with batteries/charger,en
640,Great cordless power drill. Definitely in a different league to others I have owned before. Makes jobs a lot quicker and easier. Great price on Amazon compared to local well known D.I.Y outlets,en
