,Review,Language,Translated,Word_Count,Char_Count,Stop-Words,Translated_Lower,Translated_Nopunc,Translated_Nostop,Translated_Noother,Cleaned_Review,Polarity,Subjectivity
500,As advertised,en,As advertised,2,13.0,0,as advertised,as advertised,advertised,advertised,advertised,0.0,0.0
501,This drill had little use just domestic use and has burnt out in 12 months my old Bosch is going strong. I should have it replaced as it burnt out within 12 months but trying to contact somebody is impossible!!,en,This drill had little use just domestic use and has burnt out in 12 months my old Bosch is going strong. I should have it replaced as it burnt out within 12 months but trying to contact somebody is impossible!!,40,210.0,17,this drill had little use just domestic use and has burnt out in 12 months my old bosch is going strong. i should have it replaced as it burnt out within 12 months but trying to contact somebody is impossible!!,this drill had little use just domestic use and has burnt out in 12 months my old bosch is going strong  i should have it replaced as it burnt out within 12 months but trying to contact somebody is impossible  ,drill little use domestic use burnt 12 months old bosch going strong replaced burnt within 12 months trying contact somebody impossible,drill little use domestic use burnt 12 months old bosch going strong replaced burnt within 12 months trying contact somebody impossible,drill little use domestic use burnt 12 month old bosch going strong replaced burnt within 12 month trying contact somebody impossible,-0.06416666666666666,0.5066666666666666
502,I bought this drill to replace my old one. This one is way better than the old one which was good.,en,I bought this drill to replace my old one. This one is way better than the old one which was good.,21,98.0,8,i bought this drill to replace my old one. this one is way better than the old one which was good.,i bought this drill to replace my old one  this one is way better than the old one which was good ,bought drill replace old one one way better old one good,bought drill replace old one one way better old one good,bought drill replace old one one way better old one good,0.35,0.375
503,"                    Die Medien konnten nicht geladen werden.                 Llevo años trabajando en el sector electro-industrial y acostumbró a tener este tipo de marcas en el entorno laboral; ello me empuja a comprar las mismas marcas para temas domésticos a nivel particularSiempre he estado muy contento con makita y si que es cierto que cada vez se escucha más eso de “makita ya no es lo que era”; y tal vez des coincidencia o tal vez sea verdad, pero esta vez, makita me ha decepcionadoDebido a mi labor necesitaba un taladro con percutor y por eso elegí esta opción, pero desde el primer contacto con ella ya he ido notando que no va igual de bien que por ejemplo, las unidades que tenemos en la empresa donde trabajo, por eso, TAL VEZ, sea un problema de esta unidad en concreto y haya tenido la mala suerte de tocarme una unidad defectuosaDe momento le daré una oportunidad de un par de semanas a ver cómo responde pero si no mejora tendré que realizar la devolución (bendito Amazon, si me pasa esto en la ferretería de mi pueblo…)A día de hoy, después de tan solo 3 días de uso NO INTENSIVO, La caja de engranajes está comenzando a sonar como si algo se hubiera aflojado o soltado, lo que está claro es que no es normal. Como podéis ver en el vídeo lo hce solamente en la velocidad 2, en la 1 va perfectamenteMe atrevería a decir incluso que la broca no va recta y equilibrada (hoy ya he partido 3 brocas en lo que voy de jornada) pero solo lo hace en algunas ocasiones cuando va a alta velocidad (siempre en posición 2)Por ahora el panorama y las expectativas  son bastante pobres. Ya escribiré cómo termina la película..Ergonómicamente me gusta mucho y el que tenga las 3 funciones en el selector (percutor, destornillador con embrague y taladro) le hace. Muy versátil (de ahí las 3 estrellas por ahora)EDITO: no ha pasado un mes desde que lo compre y el taladro huele mal y echa algo de humo por la zona del motor. Está claro que algo no va bien por ahí y no voy a seguir usándolo porque estoy seguro de que en breve dejará de funcionar. Comienzo el proceso de devolución; menos mal que lo compre en Amazon..",es,"                    Die Medien konnten nicht geladen werden.                 I have been working in the electro-industrial sector for years and I am used to having this kind of brands in my work environment; this pushes me to buy the same brands for domestic issues on a private levelI have always been very happy with makita and it is true that you hear more and more that ""makita is not what it used to be""; and maybe it's a coincidence or maybe it's true, but this time, makita has disappointed meDue to my work I needed a hammer drill and that's why I chose this option, but from the first contact with it I've noticed that it doesn't work as well as, for example, the units we have in the company where I work, I will give it a chance for a couple of weeks to see how it responds, but if it doesn't improve I will have to return it (blessed Amazon, if this happens to me in my local hardware store...).)As of today, after only 3 days of NON INTENSIVE use, the gearbox is starting to sound as if something has loosened or come loose, which is clearly not normal. As you can see in the video it only does it in speed 2, in speed 1 it works perfectlyI would even dare to say that the bit does not go straight and balanced (today I have already broken 3 bits so far this day) but it only does it sometimes when it goes at high speed (always in position 2)For now the outlook and expectations are quite poor. Ergonomically I like it a lot and the fact that it has 3 functions on the selector (hammer, screwdriver with clutch and drill) makes it very versatile (hence the 3 functions). Very versatile (hence the 3 stars for now)EDIT: it hasn't been a month since I bought it and the drill smells and smokes a bit from the motor area. It's clear that something is not right there and I'm not going to keep using it because I'm sure it will stop working soon. I'm starting the return process; thank goodness I bought it on Amazon...",363,,180,"die medien konnten nicht geladen werden. i have been working in the electro-industrial sector for years and i am used to having this kind of brands in my work environment; this pushes me to buy the same brands for domestic issues on a private leveli have always been very happy with makita and it is true that you hear more and more that ""makita is not what it used to be""; and maybe it's a coincidence or maybe it's true, but this time, makita has disappointed medue to my work i needed a hammer drill and that's why i chose this option, but from the first contact with it i've noticed that it doesn't work as well as, for example, the units we have in the company where i work, i will give it a chance for a couple of weeks to see how it responds, but if it doesn't improve i will have to return it (blessed amazon, if this happens to me in my local hardware store...).)as of today, after only 3 days of non intensive use, the gearbox is starting to sound as if something has loosened or come loose, which is clearly not normal. as you can see in the video it only does it in speed 2, in speed 1 it works perfectlyi would even dare to say that the bit does not go straight and balanced (today i have already broken 3 bits so far this day) but it only does it sometimes when it goes at high speed (always in position 2)for now the outlook and expectations are quite poor. ergonomically i like it a lot and the fact that it has 3 functions on the selector (hammer, screwdriver with clutch and drill) makes it very versatile (hence the 3 functions). very versatile (hence the 3 stars for now)edit: it hasn't been a month since i bought it and the drill smells and smokes a bit from the motor area. it's clear that something is not right there and i'm not going to keep using it because i'm sure it will stop working soon. i'm starting the return process; thank goodness i bought it on amazon...",die medien konnten nicht geladen werden  i have been working in the electro industrial sector for years and i am used to having this kind of brands in my work environment  this pushes me to buy the same brands for domestic issues on a private leveli have always been very happy with makita and it is true that you hear more and more that  makita is not what it used to be   and maybe it s a coincidence or maybe it s true  but this time  makita has disappointed medue to my work i needed a hammer drill and that s why i chose this option  but from the first contact with it i ve noticed that it doesn t work as well as  for example  the units we have in the company where i work  i will give it a chance for a couple of weeks to see how it responds  but if it doesn t improve i will have to return it  blessed amazon  if this happens to me in my local hardware store      as of today  after only 3 days of non intensive use  the gearbox is starting to sound as if something has loosened or come loose  which is clearly not normal  as you can see in the video it only does it in speed 2  in speed 1 it works perfectlyi would even dare to say that the bit does not go straight and balanced  today i have already broken 3 bits so far this day  but it only does it sometimes when it goes at high speed  always in position 2 for now the outlook and expectations are quite poor  ergonomically i like it a lot and the fact that it has 3 functions on the selector  hammer  screwdriver with clutch and drill  makes it very versatile  hence the 3 functions   very versatile  hence the 3 stars for now edit  it hasn t been a month since i bought it and the drill smells and smokes a bit from the motor area  it s clear that something is not right there and i m not going to keep using it because i m sure it will stop working soon  i m starting the return process  thank goodness i bought it on amazon   ,die medien konnten nicht geladen werden working electro industrial sector years used kind brands work environment pushes buy brands domestic issues private leveli always happy makita true hear makita used maybe coincidence maybe true time makita disappointed medue work needed hammer drill chose option first contact noticed work well example units company work give chance couple weeks see responds improve return blessed amazon happens local hardware store today 3 days non intensive use gearbox starting sound something loosened come loose clearly normal see video speed 2 speed 1 works perfectlyi would even dare say bit go straight balanced today already broken 3 bits far day sometimes goes high speed always position 2 outlook expectations quite poor ergonomically like lot fact 3 functions selector hammer screwdriver clutch drill makes versatile hence 3 functions versatile hence 3 stars edit month since bought drill smells smokes bit motor area clear something right going keep using sure stop working soon starting return process thank goodness bought amazon,die medien konnten nicht geladen werden working electro industrial sector years used kind brands work environment pushes buy brands domestic issues private leveli always happy makita true hear makita used maybe coincidence maybe true time makita disappointed medue work needed hammer drill chose option first contact noticed work well example units company work give chance couple weeks see responds improve return blessed amazon happens local hardware store today days non intensive use gearbox starting sound something loosened come loose clearly normal see video speed speed works perfectlyi would even dare say bit go straight balanced today already broken bits far day sometimes goes high speed always position outlook expectations quite poor ergonomically like lot fact functions selector hammer screwdriver clutch drill makes versatile hence functions versatile hence stars edit month since bought drill smells smokes bit motor area clear something right going keep using sure stop working soon starting return process thank goodness bought amazon,die medien konnten nicht geladen werden working electro industrial sector year used kind brand work environment push buy brand domestic issue private leveli always happy makita true hear makita used maybe coincidence maybe true time makita disappointed medue work needed hammer drill chose option first contact noticed work well example unit company work give chance couple week see responds improve return blessed amazon happens local hardware store today day non intensive use gearbox starting sound something loosened come loose clearly normal see video speed speed work perfectlyi would even dare say bit go straight balanced today already broken bit far day sometimes go high speed always position outlook expectation quite poor ergonomically like lot fact function selector hammer screwdriver clutch drill make versatile hence function versatile hence star edit month since bought drill smell smoke bit motor area clear something right going keep using sure stop working soon starting return process thank goodness bought amazon,0.11903596403596407,0.5011591186591186
504,"I like the balance of this item.  It feels well made, too. Works fine and easy to use.",en,"I like the balance of this item.  It feels well made, too. Works fine and easy to use.",18,86.0,5,"i like the balance of this item. it feels well made, too. works fine and easy to use.",i like the balance of this item  it feels well made  too  works fine and easy to use ,like balance item feels well made works fine easy use,like balance item feels well made works fine easy use,like balance item feel well made work fine easy use,0.42500000000000004,0.6666666666666667
505,Powerful enough for most jobs. Tried a 51mm forstner bit on speed 2 and it had no issues and most drills need to be on speed 1 for such a task. Is quoted for up to 38mm for wood but can handle more.,en,Powerful enough for most jobs. Tried a 51mm forstner bit on speed 2 and it had no issues and most drills need to be on speed 1 for such a task. Is quoted for up to 38mm for wood but can handle more.,43,198.0,22,powerful enough for most jobs. tried a 51mm forstner bit on speed 2 and it had no issues and most drills need to be on speed 1 for such a task. is quoted for up to 38mm for wood but can handle more.,powerful enough for most jobs  tried a 51mm forstner bit on speed 2 and it had no issues and most drills need to be on speed 1 for such a task  is quoted for up to 38mm for wood but can handle more ,powerful enough jobs tried 51mm forstner bit speed 2 issues drills need speed 1 task quoted 38mm wood handle,powerful enough jobs tried 51mm forstner bit speed issues drills need speed task quoted 38mm wood handle,powerful enough job tried 51mm forstner bit speed issue drill need speed task quoted 38mm wood handle,0.15,0.75
506,My husband has a lot of Makita tools and torches/lamps all of them are excellent and the litium batteries are interchangeable. As he has several he always ahs a charged up battery when doing any job.,en,My husband has a lot of Makita tools and torches/lamps all of them are excellent and the litium batteries are interchangeable. As he has several he always ahs a charged up battery when doing any job.,36,199.0,19,my husband has a lot of makita tools and torches/lamps all of them are excellent and the litium batteries are interchangeable. as he has several he always ahs a charged up battery when doing any job.,my husband has a lot of makita tools and torches lamps all of them are excellent and the litium batteries are interchangeable  as he has several he always ahs a charged up battery when doing any job ,husband lot makita tools torches lamps excellent litium batteries interchangeable several always ahs charged battery job,husband lot makita tools torches lamps excellent litium batteries interchangeable several always ahs charged battery job,husband lot makita tool torch lamp excellent litium battery interchangeable several always ahs charged battery job,0.5,0.5
507,"J'ai bien aimé, pour driller à percussion dans la brique et pour visser.",fr,"I liked it, for drilling into the brick and for screwing.",11,,5,"i liked it, for drilling into the brick and for screwing.",i liked it  for drilling into the brick and for screwing ,liked drilling brick screwing,liked drilling brick screwing,liked drilling brick screwing,0.6,0.8
508,Bought this to replace an older dropped Makita drill. This is a different model to my previous one and it feels a little more powerful. Definitely recommended as its a great machine and excellent value for money.,en,Bought this to replace an older dropped Makita drill. This is a different model to my previous one and it feels a little more powerful. Definitely recommended as its a great machine and excellent value for money.,37,212.0,16,bought this to replace an older dropped makita drill. this is a different model to my previous one and it feels a little more powerful. definitely recommended as its a great machine and excellent value for money.,bought this to replace an older dropped makita drill  this is a different model to my previous one and it feels a little more powerful  definitely recommended as its a great machine and excellent value for money ,bought replace older dropped makita drill different model previous one feels little powerful definitely recommended great machine excellent value money,bought replace older dropped makita drill different model previous one feels little powerful definitely recommended great machine excellent value money,bought replace older dropped makita drill different model previous one feel little powerful definitely recommended great machine excellent value money,0.2390625,0.60625
509,"All works as it should, could have done with a little place for a screw diver bit, but other than that I can’t think of a better drill",en,"All works as it should, could have done with a little place for a screw diver bit, but other than that I can’t think of a better drill",28,134.0,13,"all works as it should, could have done with a little place for a screw diver bit, but other than that i can’t think of a better drill",all works as it should  could have done with a little place for a screw diver bit  but other than that i can t think of a better drill,works could done little place screw diver bit think better drill,works could done little place screw diver bit think better drill,work could done little place screw diver bit think better drill,0.15625,0.5
510,"Estupendo! Tirado dos de diam 8x200 sin problemas.Taladrado en metalEstoy enamorado! Jode el precio, pero después es estupendo",es,"Great! Shot two of diam 8x200 with no problems.drilled in metalI'm in love! Fucks the price, but then it's great!",20,,9,"great! shot two of diam 8x200 with no problems.drilled in metali'm in love! fucks the price, but then it's great!",great  shot two of diam 8x200 with no problems drilled in metali m in love  fucks the price  but then it s great ,great shot two diam 8x200 problems drilled metali love fucks price great,great shot two diam 8x200 problems drilled metali love fucks price great,great shot two diam 8x200 problem drilled metali love fuck price great,0.42500000000000004,0.675
511,"I had bought some other Makita equipment so already had two batteries, hence this was an add on to those.  Why oh why have I put up with my old electric drill this thing is great, powerful, light and so easy to use.  Great for quick jobs, I have used a drill for light work, building furniture as the torque setting means you don't seem to over tighten screws.  Good versatile bit of kit for lots of jobs, this won't replace a larger drill for serious DIY but for quick tasks, it is great.",en,"I had bought some other Makita equipment so already had two batteries, hence this was an add on to those.  Why oh why have I put up with my old electric drill this thing is great, powerful, light and so easy to use.  Great for quick jobs, I have used a drill for light work, building furniture as the torque setting means you don't seem to over tighten screws.  Good versatile bit of kit for lots of jobs, this won't replace a larger drill for serious DIY but for quick tasks, it is great.",94,489.0,41,"i had bought some other makita equipment so already had two batteries, hence this was an add on to those. why oh why have i put up with my old electric drill this thing is great, powerful, light and so easy to use. great for quick jobs, i have used a drill for light work, building furniture as the torque setting means you don't seem to over tighten screws. good versatile bit of kit for lots of jobs, this won't replace a larger drill for serious diy but for quick tasks, it is great.",i had bought some other makita equipment so already had two batteries  hence this was an add on to those  why oh why have i put up with my old electric drill this thing is great  powerful  light and so easy to use  great for quick jobs  i have used a drill for light work  building furniture as the torque setting means you don t seem to over tighten screws  good versatile bit of kit for lots of jobs  this won t replace a larger drill for serious diy but for quick tasks  it is great ,bought makita equipment already two batteries hence add oh put old electric drill thing great powerful light easy use great quick jobs used drill light work building furniture torque setting means seem tighten screws good versatile bit kit lots jobs replace larger drill serious diy quick tasks great,bought makita equipment already two batteries hence add oh put old electric drill thing great powerful light easy use great quick jobs used drill light work building furniture torque setting means seem tighten screws good versatile bit kit lots jobs replace larger drill serious diy quick tasks great,bought makita equipment already two battery hence add oh put old electric drill thing great powerful light easy use great quick job used drill light work building furniture torque setting mean seem tighten screw good versatile bit kit lot job replace larger drill serious diy quick task great,0.3395833333333333,0.6526785714285713
512,What can I say it's makita,en,What can I say it's makita,6,26.0,2,what can i say it's makita,what can i say it s makita,say makita,say makita,say makita,0.0,0.0
513,"Replaced my roughly eight year-old Makita LXT that finally gave up the ghost and this one is even better. More comfortable and better balanced. I cannot honestly say whether it has more torque, as the old one was, well, old and heavily used. But this one is showing all the characteristics of Makita quality and I'm sure that unless I drop it off a ladder from up high or lose it, it'll be with me for many years to come.",en,"Replaced my roughly eight year-old Makita LXT that finally gave up the ghost and this one is even better. More comfortable and better balanced. I cannot honestly say whether it has more torque, as the old one was, well, old and heavily used. But this one is showing all the characteristics of Makita quality and I'm sure that unless I drop it off a ladder from up high or lose it, it'll be with me for many years to come.",80,421.0,32,"replaced my roughly eight year-old makita lxt that finally gave up the ghost and this one is even better. more comfortable and better balanced. i cannot honestly say whether it has more torque, as the old one was, well, old and heavily used. but this one is showing all the characteristics of makita quality and i'm sure that unless i drop it off a ladder from up high or lose it, it'll be with me for many years to come.",replaced my roughly eight year old makita lxt that finally gave up the ghost and this one is even better  more comfortable and better balanced  i cannot honestly say whether it has more torque  as the old one was  well  old and heavily used  but this one is showing all the characteristics of makita quality and i m sure that unless i drop it off a ladder from up high or lose it  it ll be with me for many years to come ,replaced roughly eight year old makita lxt finally gave ghost one even better comfortable better balanced cannot honestly say whether torque old one well old heavily used one showing characteristics makita quality sure unless drop ladder high lose many years come,replaced roughly eight year old makita lxt finally gave ghost one even better comfortable better balanced cannot honestly say whether torque old one well old heavily used one showing characteristics makita quality sure unless drop ladder high lose many years come,replaced roughly eight year old makita lxt finally gave ghost one even better comfortable better balanced cannot honestly say whether torque old one well old heavily used one showing characteristic makita quality sure unless drop ladder high lose many year come,0.22095238095238098,0.5425396825396827
514,"My original review was blocked as I criticised the packaging it came in.The drill arrived loose in a thin cardboard box. Not. Original packaging. It was also sticking through the box.The drill seems good, I'm puzzled why it had no protective original box though. I'd say it's 50/50 whether it will arrive damaged or not by the packaging mine arrived in.",en,"My original review was blocked as I criticised the packaging it came in.The drill arrived loose in a thin cardboard box. Not. Original packaging. It was also sticking through the box.The drill seems good, I'm puzzled why it had no protective original box though. I'd say it's 50/50 whether it will arrive damaged or not by the packaging mine arrived in.",61,353.0,20,"my original review was blocked as i criticised the packaging it came in.the drill arrived loose in a thin cardboard box. not. original packaging. it was also sticking through the box.the drill seems good, i'm puzzled why it had no protective original box though. i'd say it's 50/50 whether it will arrive damaged or not by the packaging mine arrived in.",my original review was blocked as i criticised the packaging it came in the drill arrived loose in a thin cardboard box  not  original packaging  it was also sticking through the box the drill seems good  i m puzzled why it had no protective original box though  i d say it s 50 50 whether it will arrive damaged or not by the packaging mine arrived in ,original review blocked criticised packaging came drill arrived loose thin cardboard box original packaging also sticking box drill seems good puzzled protective original box though say 50 50 whether arrive damaged packaging mine arrived,original review blocked criticised packaging came drill arrived loose thin cardboard box original packaging also sticking box drill seems good puzzled protective original box though say 50 50 whether arrive damaged packaging mine arrived,original review blocked criticised packaging came drill arrived loose thin cardboard box original packaging also sticking box drill seems good puzzled protective original box though say 50 50 whether arrive damaged packaging mine arrived,0.22467948717948716,0.6615384615384615
515,"Comfortable to use, short enough to get into tight corners, and easily controllable. The built-in work light helps and the keyless chuck is very positive. The drill driver is well made and has already survived being dropped twice onto concrete from table height without any noticeable damage.I already have batteries and charger and now have the choice of a drill bit in one machine and a screwdriver bit in the other..",en,"Comfortable to use, short enough to get into tight corners, and easily controllable. The built-in work light helps and the keyless chuck is very positive. The drill driver is well made and has already survived being dropped twice onto concrete from table height without any noticeable damage.I already have batteries and charger and now have the choice of a drill bit in one machine and a screwdriver bit in the other..",71,419.0,27,"comfortable to use, short enough to get into tight corners, and easily controllable. the built-in work light helps and the keyless chuck is very positive. the drill driver is well made and has already survived being dropped twice onto concrete from table height without any noticeable damage.i already have batteries and charger and now have the choice of a drill bit in one machine and a screwdriver bit in the other..",comfortable to use  short enough to get into tight corners  and easily controllable  the built in work light helps and the keyless chuck is very positive  the drill driver is well made and has already survived being dropped twice onto concrete from table height without any noticeable damage i already have batteries and charger and now have the choice of a drill bit in one machine and a screwdriver bit in the other  ,comfortable use short enough get tight corners easily controllable built work light helps keyless chuck positive drill driver well made already survived dropped twice onto concrete table height without noticeable damage already batteries charger choice drill bit one machine screwdriver bit,comfortable use short enough get tight corners easily controllable built work light helps keyless chuck positive drill driver well made already survived dropped twice onto concrete table height without noticeable damage already batteries charger choice drill bit one machine screwdriver bit,comfortable use short enough get tight corner easily controllable built work light help keyless chuck positive drill driver well made already survived dropped twice onto concrete table height without noticeable damage already battery charger choice drill bit one machine screwdriver bit,0.179004329004329,0.5330627705627706
516,"But the stock Makita 18V 2amp batteries suck - if you're planning on more than 2 holes at a time.... either buy a separate corded drill, or stock up on batteries to swap out (and they ain't cheap).But the drill, for basic home use drilling into something like a concrete foundation to attach wood or whatever - just great.",en,"But the stock Makita 18V 2amp batteries suck - if you're planning on more than 2 holes at a time.... either buy a separate corded drill, or stock up on batteries to swap out (and they ain't cheap).But the drill, for basic home use drilling into something like a concrete foundation to attach wood or whatever - just great.",59,322.0,22,"but the stock makita 18v 2amp batteries suck - if you're planning on more than 2 holes at a time.... either buy a separate corded drill, or stock up on batteries to swap out (and they ain't cheap).but the drill, for basic home use drilling into something like a concrete foundation to attach wood or whatever - just great.",but the stock makita 18v 2amp batteries suck   if you re planning on more than 2 holes at a time     either buy a separate corded drill  or stock up on batteries to swap out  and they ain t cheap  but the drill  for basic home use drilling into something like a concrete foundation to attach wood or whatever   just great ,stock makita 18v 2amp batteries suck planning 2 holes time either buy separate corded drill stock batteries swap cheap drill basic home use drilling something like concrete foundation attach wood whatever great,stock makita 18v 2amp batteries suck planning holes time either buy separate corded drill stock batteries swap cheap drill basic home use drilling something like concrete foundation attach wood whatever great,stock makita 18v 2amp battery suck planning hole time either buy separate corded drill stock battery swap cheap drill basic home use drilling something like concrete foundation attach wood whatever great,0.3375,0.46875
517,Great product and excellent service. Very fast,en,Great product and excellent service. Very fast,7,46.0,1,great product and excellent service. very fast,great product and excellent service  very fast,great product excellent service fast,great product excellent service fast,great product excellent service fast,0.6666666666666666,0.7833333333333333
518,"Bonne qualité, bonne ergonomie, bonne perforation pour de petits trous.",fr,"Good quality, good ergonomics, good perforation for small holes.",9,,1,"good quality, good ergonomics, good perforation for small holes.",good quality  good ergonomics  good perforation for small holes ,good quality good ergonomics good perforation small holes,good quality good ergonomics good perforation small holes,good quality good ergonomics good perforation small hole,0.4624999999999999,0.55
519,Great little drill if you have makita batteriesGood value,en,Great little drill if you have makita batteriesGood value,9,57.0,3,great little drill if you have makita batteriesgood value,great little drill if you have makita batteriesgood value,great little drill makita batteriesgood value,great little drill makita batteriesgood value,great little drill makita batteriesgood value,0.30625,0.625
520,Visseuse dévisseuse perceuse Très légère mais pas très efficace en perforatrice béton sinon fonctionne nickel,fr,Very light but not very efficient in concrete drilling otherwise works fine,12,,4,very light but not very efficient in concrete drilling otherwise works fine,very light but not very efficient in concrete drilling otherwise works fine,light efficient concrete drilling otherwise works fine,light efficient concrete drilling otherwise works fine,light efficient concrete drilling otherwise work fine,0.32222222222222224,0.5
521,Awesome drill.,en,Awesome drill.,2,14.0,0,awesome drill.,awesome drill ,awesome drill,awesome drill,awesome drill,1.0,1.0
522,"Product works. But in relatively few months, the chuck bearings have become very sloppy causing drill wander and lack of control over boring angle",en,"Product works. But in relatively few months, the chuck bearings have become very sloppy causing drill wander and lack of control over boring angle",24,146.0,8,"product works. but in relatively few months, the chuck bearings have become very sloppy causing drill wander and lack of control over boring angle",product works  but in relatively few months  the chuck bearings have become very sloppy causing drill wander and lack of control over boring angle,product works relatively months chuck bearings become sloppy causing drill wander lack control boring angle,product works relatively months chuck bearings become sloppy causing drill wander lack control boring angle,product work relatively month chuck bearing become sloppy causing drill wander lack control boring angle,-0.47222222222222227,0.5833333333333334
523,"Un peu decu d'acheter un aricle made in china,mes autres outils makita increvables sont tous made in japan,mais la qualite semble au rendez vous un cran en dessous des anciennes et j'ai enleve une etoile car la percussion depanne pour percer dans la brique mais est peu efficace dans le beton ou la pierre,mais c'est une petite machinepas trop chere qu'il ne fqut pas comparera une hilti deplus la led eclaire en dessous du trou.",fr,"I'm a bit disappointed to buy a made in china tool, my other makita puncture proof tools are all made in japan, but the quality seems to be a notch below the old ones and I've removed a star because the percussion is good for drilling in brick but not very efficient in concrete or stone, but it's a small machine, not too expensive, that you can't compare to a hilti, plus the led lights up below the hole.",79,,41,"i'm a bit disappointed to buy a made in china tool, my other makita puncture proof tools are all made in japan, but the quality seems to be a notch below the old ones and i've removed a star because the percussion is good for drilling in brick but not very efficient in concrete or stone, but it's a small machine, not too expensive, that you can't compare to a hilti, plus the led lights up below the hole.",i m a bit disappointed to buy a made in china tool  my other makita puncture proof tools are all made in japan  but the quality seems to be a notch below the old ones and i ve removed a star because the percussion is good for drilling in brick but not very efficient in concrete or stone  but it s a small machine  not too expensive  that you can t compare to a hilti  plus the led lights up below the hole ,bit disappointed buy made china tool makita puncture proof tools made japan quality seems notch old ones removed star percussion good drilling brick efficient concrete stone small machine expensive compare hilti plus led lights hole,bit disappointed buy made china tool makita puncture proof tools made japan quality seems notch old ones removed star percussion good drilling brick efficient concrete stone small machine expensive compare hilti plus led lights hole,bit disappointed buy made china tool makita puncture proof tool made japan quality seems notch old one removed star percussion good drilling brick efficient concrete stone small machine expensive compare hilti plus led light hole,-0.021428571428571432,0.5214285714285715
524,"Makita uguale garanzia, uso solo questa marca e diciamo che è molto valida! Prodotto imballato alla perfezione! Ottimo prezzo per quello che poi ti trovi! Ottimo per professionisti e amanti del fai da te!",it,"Makita equals guarantee, I only use this brand and let's say it's very good! Product packed to perfection! Great price for what you get! Great for professionals and DIY enthusiasts!",30,,11,"makita equals guarantee, i only use this brand and let's say it's very good! product packed to perfection! great price for what you get! great for professionals and diy enthusiasts!",makita equals guarantee  i only use this brand and let s say it s very good  product packed to perfection  great price for what you get  great for professionals and diy enthusiasts ,makita equals guarantee use brand let say good product packed perfection great price get great professionals diy enthusiasts,makita equals guarantee use brand let say good product packed perfection great price get great professionals diy enthusiasts,makita equal guarantee use brand let say good product packed perfection great price get great professional diy enthusiast,0.48,0.49000000000000005
525,"I sold this Makita cordless power drill in the local paper. And then six months later, I received the very same one back as a Christmas present from my brother-in-law, minus the power pack.",en,"I sold this Makita cordless power drill in the local paper. And then six months later, I received the very same one back as a Christmas present from my brother-in-law, minus the power pack.",34,189.0,12,"i sold this makita cordless power drill in the local paper. and then six months later, i received the very same one back as a christmas present from my brother-in-law, minus the power pack.",i sold this makita cordless power drill in the local paper  and then six months later  i received the very same one back as a christmas present from my brother in law  minus the power pack ,sold makita cordless power drill local paper six months later received one back christmas present brother law minus power pack,sold makita cordless power drill local paper six months later received one back christmas present brother law minus power pack,sold makita cordless power drill local paper six month later received one back christmas present brother law minus power pack,-0.02,0.02
526,"Replacement tool , no proble",en,"Replacement tool , no proble",5,28.0,1,"replacement tool , no proble",replacement tool   no proble,replacement tool proble,replacement tool proble,replacement tool proble,0.0,0.0
527,Bought for 47.50 and absolutely brilliant. Perfect value for money when used alongside other makita tools as batteries are expensive,en,Bought for 47.50 and absolutely brilliant. Perfect value for money when used alongside other makita tools as batteries are expensive,20,132.0,7,bought for 47.50 and absolutely brilliant. perfect value for money when used alongside other makita tools as batteries are expensive,bought for 47 50 and absolutely brilliant  perfect value for money when used alongside other makita tools as batteries are expensive,bought 47 50 absolutely brilliant perfect value money used alongside makita tools batteries expensive,bought 47 50 absolutely brilliant perfect value money used alongside makita tools batteries expensive,bought 47 50 absolutely brilliant perfect value money used alongside makita tool battery expensive,0.4666666666666666,0.9
528,Love it,en,Love it,2,7.0,1,love it,love it,love,love,love,0.5,0.6
529,Makita Made in Romania vedremo...,en,Makita Made in Romania vedremo...,5,33.0,1,makita made in romania vedremo...,makita made in romania vedremo   ,makita made romania vedremo,makita made romania vedremo,makita made romania vedremo,0.0,0.0
530,"très bel outil, maniable et ergonomique. Assez puissant pour le bricolage domestique. Notice en Anglais uniquement. Ce modèle est adapté pour le percage en mode percussion également Je recommande",fr,"Very nice tool, handy and ergonomic. Powerful enough for domestic use. Instructions in English only. This model is also suitable for percussion drilling.",23,,5,"very nice tool, handy and ergonomic. powerful enough for domestic use. instructions in english only. this model is also suitable for percussion drilling.",very nice tool  handy and ergonomic  powerful enough for domestic use  instructions in english only  this model is also suitable for percussion drilling ,nice tool handy ergonomic powerful enough domestic use instructions english model also suitable percussion drilling,nice tool handy ergonomic powerful enough domestic use instructions english model also suitable percussion drilling,nice tool handy ergonomic powerful enough domestic use instruction english model also suitable percussion drilling,0.2928571428571428,0.6071428571428571
531,ottimo strumento da lavoro,it,excellent working tool,3,,0,excellent working tool,excellent working tool,excellent working tool,excellent working tool,excellent working tool,1.0,1.0
532,dopo pochi secondi di utilizzo soffiava fuori aria caldissima il motore era bollente. Fatto il reso grazie ad Amazon prima che si fondeva,it,after only a few seconds of use it blew out very hot air. Returned thanks to Amazon before it melted,20,,11,after only a few seconds of use it blew out very hot air. returned thanks to amazon before it melted,after only a few seconds of use it blew out very hot air  returned thanks to amazon before it melted,seconds use blew hot air returned thanks amazon melted,seconds use blew hot air returned thanks amazon melted,second use blew hot air returned thanks amazon melted,0.15,0.35000000000000003
